order_id,customer_id,order_date,amount
77,14,2023-05-10,10.02
78,9,2023-05-02,45.89
79,35,2023-05-22,15.71
80,2,2023-05-15,53.45
81,32,2023-05-24,24.44
82,14,2023-05-01,4.63
83,20,2023-05-17,55.06
84,30,2023-05-03,87.43
85,33,2023-05-20,91.06
86,19,2023-05-14,70.86
87,39,2023-05-20,4.87
88,32,2023-05-27,33.39
89,37,2023-05-05,19.79
90,19,2023-05-22,92.47
91,32,2023-05-17,71.24
92,19,2023-05-06,70.26
93,18,2023-05-11,39.39
94,11,2023-05-19,79.93
95,35,2023-05-01,38.31
96,21,2023-05-13,19.68
97,19,2023-05-10,63.55
98,16,2023-05-21,16.74
99,38,2023-05-23,19.58
100,34,2023-05-01,72.60
101,13,2023-05-01,71.25
102,30,2023-05-16,22.54
103,3,2023-05-09,89.31
104,23,2023-05-30,37.30
105,13,2023-05-12,89.21
106,26,2023-05-27,62.87
107,33,2023-05-23,94.20
108,40,2023-05-21,15.73
109,23,2023-05-29,89.32
110,1,2023-05-15,24.85
111,27,2023-05-17,71.05
112,33,2023-05-06,39.59
113,8,2023-05-17,38.99
114,30,2023-05-11,2.86
115,29,2023-05-16,20.53
116,31,2023-05-12,22.86
117,20,2023-05-10,67.24
118,22,2023-05-21,63.36
119,13,2023-05-19,12.57
120,15,2023-05-17,12.49
121,7,2023-05-27,34.50
122,38,2023-05-20,83.07
123,31,2023-05-23,23.78
124,4,2023-05-21,43.78
125,7,2023-05-03,18.92
126,27,2023-05-01,79.53
127,32,2023-05-01,32.13
128,37,2023-05-18,32.20
129,39,2023-05-04,57.17
130,40,2023-05-11,78.22
131,35,2023-05-24,19.58
132,4,2023-05-25,58.15
133,4,2023-05-27,2.57
134,34,2023-05-14,85.49
135,6,2023-05-03,57.70
136,6,2023-05-07,26.48
137,35,2023-05-07,88.43
138,14,2023-05-16,61.24
139,28,2023-05-13,76.94
140,25,2023-05-29,7.22
141,9,2023-05-06,9.55
142,1,2023-05-03,10.70
143,11,2023-05-19,44.82
144,16,2023-05-13,89.34
145,32,2023-05-28,59.67
146,14,2023-05-30,39.26
147,39,2023-05-01,3.45
148,33,2023-05-28,4.05
149,15,2023-05-27,87.92
150,18,2023-05-22,39.66
151,36,2023-05-18,41.72
152,6,2023-05-04,99.33
153,34,2023-05-18,61.95
154,18,2023-05-30,5.55
155,39,2023-05-06,2.74
156,14,2023-05-28,72.35
157,13,2023-05-04,50.84
158,19,2023-05-26,90.62
159,21,2023-05-24,51.62
160,28,2023-05-16,91.35
161,12,2023-05-09,65.51
162,16,2023-05-21,57.48
163,33,2023-05-23,54.27
164,14,2023-05-08,63.72
165,28,2023-05-09,19.64
166,30,2023-05-01,85.30
167,17,2023-05-01,42.39
168,30,2023-05-18,31.87
169,2,2023-05-21,98.97
170,27,2023-05-20,30.53
171,24,2023-05-19,65.25
172,3,2023-05-24,3.47
173,11,2023-05-24,51.75
174,17,2023-05-21,59.65
175,28,2023-05-11,53.42
176,32,2023-05-20,47.82
177,2,2023-05-03,38.42
178,38,2023-05-09,98.28
179,17,2023-05-11,45.01
180,11,2023-05-20,14.93
181,36,2023-05-19,3.30
182,39,2023-05-25,65.60
183,35,2023-05-16,49.78
184,14,2023-05-11,58.88
185,37,2023-05-24,56.14
186,7,2023-05-05,88.42
187,23,2023-05-28,51.45
188,24,2023-05-26,72.30
189,11,2023-05-13,76.58
190,3,2023-05-08,13.85
191,10,2023-05-06,73.64
192,20,2023-05-01,63.32
193,33,2023-05-08,79.18
194,1,2023-05-05,64.82
195,39,2023-05-24,59.89
196,32,2023-05-22,31.98
197,37,2023-05-02,2.19
198,11,2023-05-14,7.63
199,36,2023-05-15,42.97
200,23,2023-05-11,27.38
201,26,2023-05-04,7.66
202,39,2023-05-14,25.52
203,5,2023-05-16,4.13
204,29,2023-05-03,92.48
205,21,2023-05-22,6.01
206,34,2023-05-10,17.55
207,14,2023-05-04,47.45
208,9,2023-05-14,28.10
209,35,2023-05-04,42.85
210,23,2023-05-03,66.86
211,36,2023-05-12,39.78
212,21,2023-05-13,32.73
213,8,2023-05-11,10.89
214,12,2023-05-03,47.41
215,11,2023-05-29,91.71
216,7,2023-05-22,99.79
217,25,2023-05-05,75.02
218,20,2023-05-11,63.51
219,8,2023-05-08,79.84
220,35,2023-05-19,79.05
221,10,2023-05-23,23.15
222,21,2023-05-18,41.01
223,32,2023-05-02,35.84
224,29,2023-05-30,33.83
225,31,2023-05-11,81.06
226,10,2023-05-07,14.60
227,38,2023-05-20,52.62
228,19,2023-05-28,50.52
229,6,2023-05-23,53.81
230,9,2023-05-12,80.05
231,32,2023-05-10,83.08
232,39,2023-05-15,82.19
233,26,2023-05-13,81.84
234,29,2023-05-19,5.82
235,26,2023-05-04,31.78
236,16,2023-05-08,32.91
237,40,2023-05-11,24.57
238,19,2023-05-14,22.96
239,24,2023-05-07,64.88
240,34,2023-05-16,14.30
241,29,2023-05-22,9.35
242,9,2023-05-25,37.56
243,7,2023-05-25,88.82
244,8,2023-05-28,31.15
245,37,2023-05-25,8.66
246,1,2023-05-04,34.82
247,11,2023-05-27,73.14
248,40,2023-05-20,77.54
249,5,2023-05-08,33.61
250,34,2023-05-07,69.00
251,17,2023-05-23,17.68
252,6,2023-05-05,50.27
253,17,2023-05-29,56.32
254,38,2023-05-17,58.23
255,22,2023-05-28,89.79
256,38,2023-05-12,11.18
257,5,2023-05-21,99.37
258,4,2023-05-30,28.37
259,6,2023-05-06,81.69
260,6,2023-05-04,54.89
261,39,2023-05-23,55.10
262,6,2023-05-16,75.24
263,5,2023-05-18,63.58
264,25,2023-05-01,63.88
265,26,2023-05-22,22.51
266,19,2023-05-30,39.02
267,39,2023-05-24,32.76
268,20,2023-05-06,57.19
269,20,2023-05-18,74.97
270,37,2023-05-22,10.31
271,10,2023-05-15,84.17
272,19,2023-05-15,64.70
273,32,2023-05-11,96.26
274,11,2023-05-28,11.69
275,26,2023-05-03,52.83
276,36,2023-05-16,83.42
277,3,2023-05-22,48.14
278,7,2023-05-24,24.20
279,20,2023-05-05,3.43
280,34,2023-05-07,97.58
281,2,2023-05-16,57.17
282,24,2023-05-23,52.65
283,11,2023-05-02,67.60
284,10,2023-05-25,68.97
285,17,2023-05-05,33.67
286,9,2023-05-20,49.00
287,13,2023-05-21,54.11
288,40,2023-05-04,29.41
289,36,2023-05-09,60.85
290,14,2023-05-28,37.98
291,5,2023-05-29,82.53
292,10,2023-05-03,31.82
293,33,2023-05-21,16.80
294,13,2023-05-01,14.05
295,25,2023-05-23,15.66
296,27,2023-05-30,41.54
297,3,2023-05-10,17.46
298,1,2023-05-30,3.79
299,5,2023-05-26,91.09
300,16,2023-05-19,74.67
301,16,2023-05-22,93.15
302,32,2023-05-04,12.98
303,30,2023-05-23,77.39
304,21,2023-05-06,14.88
305,3,2023-05-17,36.98
306,5,2023-05-15,2.43
307,15,2023-05-07,5.24
308,16,2023-05-18,65.50
309,33,2023-05-19,87.56
310,38,2023-05-02,61.69
311,13,2023-05-11,48.87
312,28,2023-05-02,18.44
313,15,2023-05-14,34.27
314,38,2023-05-10,74.83
315,37,2023-05-02,58.29
316,38,2023-05-08,46.61
317,17,2023-05-19,57.79
318,3,2023-05-08,97.40
319,28,2023-05-29,67.60
320,18,2023-05-06,51.44
321,36,2023-05-24,43.82
322,17,2023-05-03,88.73
323,30,2023-05-30,29.89
324,22,2023-05-18,22.25
325,11,2023-05-04,32.93
326,27,2023-05-24,68.68
327,39,2023-05-20,53.95
328,37,2023-05-17,88.93
329,37,2023-05-23,94.34
330,40,2023-05-24,93.00
331,28,2023-05-05,43.38
332,12,2023-05-08,74.75
333,4,2023-05-23,36.61
334,35,2023-05-29,66.49
335,1,2023-05-30,63.34
336,40,2023-05-16,80.88
337,31,2023-05-09,93.09
338,16,2023-05-23,37.96
339,11,2023-05-03,85.37
340,20,2023-05-21,59.14
341,40,2023-05-13,44.97
342,13,2023-05-18,46.31
343,15,2023-05-03,85.73
344,22,2023-05-09,54.86
345,37,2023-05-22,69.97
346,14,2023-05-19,11.71
347,32,2023-05-04,97.57
348,10,2023-05-11,26.27
349,2,2023-05-14,29.36
350,6,2023-05-26,91.16
351,4,2023-05-21,42.35
352,5,2023-05-30,72.18
353,20,2023-05-04,31.38
354,36,2023-05-16,42.45
355,23,2023-05-24,90.93
356,27,2023-05-30,24.53
357,22,2023-05-13,33.85
358,27,2023-05-14,65.75
359,21,2023-05-06,29.67
360,8,2023-05-01,87.53
361,31,2023-05-02,73.86
362,7,2023-05-20,16.89
363,35,2023-05-09,31.98
364,25,2023-05-01,29.97
365,25,2023-05-25,37.50
366,38,2023-05-05,11.58
367,37,2023-05-29,60.68
368,11,2023-05-27,62.24
369,11,2023-05-08,7.45
370,12,2023-05-05,64.59
371,40,2023-05-02,51.54
372,33,2023-05-06,55.03
373,39,2023-05-02,51.36
374,21,2023-05-25,33.09
375,9,2023-05-16,53.45
376,17,2023-05-15,80.90
377,11,2023-05-08,38.88
378,5,2023-05-01,58.36
379,12,2023-05-29,25.58
380,40,2023-05-11,85.75
381,35,2023-05-18,0.28
382,34,2023-05-13,24.80
383,36,2023-05-02,16.87
384,40,2023-05-27,21.62
385,36,2023-05-16,64.48
386,32,2023-05-09,80.69
387,8,2023-05-14,78.39
388,16,2023-05-17,97.49
389,10,2023-05-07,39.46
390,27,2023-05-28,89.49
391,19,2023-05-28,83.73
392,11,2023-05-11,29.78
393,33,2023-05-25,22.86
394,31,2023-05-01,6.15
395,18,2023-05-11,58.07
396,22,2023-05-07,99.15
397,15,2023-05-29,55.75
398,34,2023-05-07,97.34
399,18,2023-05-27,41.07
400,14,2023-05-07,45.23
401,15,2023-05-05,57.38
402,40,2023-05-18,49.84
403,22,2023-05-02,34.20
404,39,2023-05-01,55.95
405,31,2023-05-29,3.80
406,5,2023-05-27,36.21
407,28,2023-05-15,7.72
408,21,2023-05-24,33.09
409,26,2023-05-07,38.36
410,37,2023-05-27,31.87
411,31,2023-05-16,67.82
412,13,2023-05-19,40.71
413,29,2023-05-09,26.82
414,30,2023-05-20,2.78
415,29,2023-05-17,9.22
416,4,2023-05-03,68.04
417,29,2023-05-14,95.06
418,12,2023-05-03,7.77
419,2,2023-05-27,3.70
420,22,2023-05-04,63.61
421,38,2023-05-17,12.27
422,19,2023-05-23,84.79
423,34,2023-05-19,99.89
424,39,2023-05-06,22.08
425,28,2023-05-18,7.46
426,24,2023-05-15,15.05
427,26,2023-05-03,34.79
428,4,2023-05-20,30.54
429,29,2023-05-11,32.24
430,7,2023-05-13,84.35
431,31,2023-05-27,82.24
432,18,2023-05-01,5.87
433,36,2023-05-01,7.73
434,28,2023-05-15,85.65
435,20,2023-05-10,89.02
436,21,2023-05-17,79.84
437,31,2023-05-14,18.54
438,37,2023-05-13,32.10
439,31,2023-05-09,73.62
440,17,2023-05-07,13.54
441,25,2023-05-06,41.57
442,30,2023-05-02,74.49
443,4,2023-05-06,88.37
444,35,2023-05-13,47.74
445,7,2023-05-06,22.70
446,35,2023-05-30,42.56
447,31,2023-05-06,70.14
448,40,2023-05-06,21.04
449,38,2023-05-03,39.18
450,17,2023-05-28,53.98
451,28,2023-05-19,30.10
452,4,2023-05-25,12.12
453,10,2023-05-08,10.58
454,36,2023-05-25,60.41
455,18,2023-05-08,57.85
456,3,2023-05-23,88.01
457,8,2023-05-26,46.17
458,40,2023-05-23,24.60
459,35,2023-05-12,40.38
460,19,2023-05-23,64.91
461,20,2023-05-03,41.84
462,35,2023-05-14,47.78
463,12,2023-05-12,21.20
464,38,2023-05-07,13.14
465,10,2023-05-05,64.06
466,9,2023-05-03,91.42
467,19,2023-05-03,50.09
468,11,2023-05-08,63.00
469,23,2023-05-26,84.18
470,30,2023-05-08,62.57
471,35,2023-05-08,98.76
472,38,2023-05-16,93.05
473,17,2023-05-26,50.65
474,23,2023-05-06,56.75
475,32,2023-05-14,42.93
476,2,2023-05-05,7.58
477,26,2023-05-30,12.27
478,24,2023-05-22,77.81
479,24,2023-05-16,36.15
480,21,2023-05-15,34.73
481,8,2023-05-09,30.16
482,22,2023-05-05,78.65
483,7,2023-05-10,25.77
484,35,2023-05-15,2.11
485,23,2023-05-29,41.53
486,37,2023-05-26,92.02
487,34,2023-05-23,86.39
488,16,2023-05-07,71.42
489,36,2023-05-15,63.05
490,18,2023-05-06,45.62
491,20,2023-05-02,71.32
492,2,2023-05-10,38.71
493,27,2023-05-12,46.63
494,17,2023-05-03,80.54
495,10,2023-05-16,7.30
496,11,2023-05-11,32.06
497,24,2023-05-24,25.71
498,23,2023-05-15,17.19
499,2,2023-05-20,82.97
500,34,2023-05-01,63.12
501,9,2023-05-03,14.73
502,24,2023-05-13,37.95
503,39,2023-05-19,6.36
504,3,2023-05-24,14.29
505,17,2023-05-06,49.84
506,25,2023-05-28,80.57
507,30,2023-05-17,31.99
508,25,2023-05-04,68.16
509,37,2023-05-10,83.59
510,6,2023-05-21,61.48
511,27,2023-05-03,82.71
512,26,2023-05-13,10.83
513,2,2023-05-04,71.65
514,20,2023-05-10,73.29
515,3,2023-05-07,16.95
516,10,2023-05-29,65.70
517,28,2023-05-19,14.32
518,31,2023-05-07,25.38
519,18,2023-05-01,16.48
520,29,2023-05-26,39.52
521,16,2023-05-07,40.77
522,36,2023-05-15,21.93
523,13,2023-05-02,95.40
524,9,2023-05-06,87.16
525,26,2023-05-25,48.94
526,23,2023-05-25,96.40
527,17,2023-05-29,55.37
528,9,2023-05-28,26.84
529,23,2023-05-25,38.95
530,37,2023-05-20,46.74
531,2,2023-05-19,37.84
532,2,2023-05-23,62.50
533,2,2023-05-02,2.80
534,34,2023-05-16,40.23
535,19,2023-05-26,48.44
536,8,2023-05-09,94.85
537,34,2023-05-17,58.56
538,27,2023-05-04,82.40
539,27,2023-05-12,53.95
540,1,2023-05-13,27.77
541,9,2023-05-14,41.58
542,4,2023-05-20,68.93
543,5,2023-05-08,77.32
544,40,2023-05-19,1.79
545,29,2023-05-27,90.83
546,26,2023-05-02,64.73
547,31,2023-05-12,41.06
548,10,2023-05-28,11.12
549,10,2023-05-25,93.23
550,1,2023-05-02,79.45
551,27,2023-05-26,34.45
552,19,2023-05-28,86.09
553,29,2023-05-17,73.79
554,30,2023-05-05,33.40
555,31,2023-05-12,4.90
556,25,2023-05-11,47.38
557,2,2023-05-15,44.56
558,13,2023-05-18,33.12
559,40,2023-05-26,98.85
560,39,2023-05-29,63.95
561,6,2023-05-25,50.11
562,35,2023-05-07,0.72
563,18,2023-05-11,2.67
564,10,2023-05-27,71.10
565,12,2023-05-07,72.68
566,4,2023-05-16,26.12
567,17,2023-05-20,58.91
568,22,2023-05-03,30.41
569,35,2023-05-28,84.59
570,21,2023-05-01,36.37
571,10,2023-05-22,58.25
572,17,2023-05-07,38.17
573,37,2023-05-08,61.13
574,27,2023-05-23,1.07
575,25,2023-05-01,32.63
576,6,2023-05-07,13.93
577,40,2023-05-10,91.47
578,9,2023-05-11,18.23
579,19,2023-05-01,99.84
580,18,2023-05-06,25.87
581,1,2023-05-26,50.83
582,12,2023-05-13,49.52
583,28,2023-05-25,35.06
584,34,2023-05-26,34.52
585,3,2023-05-01,21.49
586,17,2023-05-25,99.15
587,18,2023-05-05,69.69
588,9,2023-05-26,61.56
589,3,2023-05-06,75.77
590,36,2023-05-03,55.53
591,16,2023-05-02,42.92
592,37,2023-05-01,15.34
593,13,2023-05-19,58.72
594,2,2023-05-03,39.77
595,10,2023-05-30,56.25
596,26,2023-05-20,29.73
597,39,2023-05-11,33.48
598,15,2023-05-13,30.25
599,14,2023-05-14,6.66
600,21,2023-05-15,97.88
601,5,2023-05-30,77.16
602,1,2023-05-16,57.35
603,8,2023-05-16,98.48
604,10,2023-05-01,7.71
605,34,2023-05-03,40.23
606,2,2023-05-30,87.48
607,29,2023-05-25,59.64
608,29,2023-05-28,10.57
609,28,2023-05-11,7.11
610,32,2023-05-10,40.61
611,40,2023-05-19,12.48
612,11,2023-05-04,79.82
613,32,2023-05-27,21.07
614,31,2023-05-05,10.32
615,22,2023-05-09,74.64
616,24,2023-05-09,40.97
617,17,2023-05-02,61.24
618,28,2023-05-13,80.63
619,5,2023-05-06,90.36
620,2,2023-05-16,80.01
621,36,2023-05-28,84.55
622,20,2023-05-16,58.73
623,8,2023-05-02,17.62
624,28,2023-05-19,61.47
625,13,2023-05-25,70.59
626,2,2023-05-11,67.67
627,35,2023-05-15,21.42
628,3,2023-05-19,13.10
629,26,2023-05-18,32.26
630,3,2023-05-28,68.24
631,13,2023-05-03,48.75
632,36,2023-05-11,58.48
633,15,2023-05-28,80.09
634,28,2023-05-02,4.12
635,16,2023-05-29,85.50
636,27,2023-05-30,4.49
637,15,2023-05-13,53.11
638,25,2023-05-26,89.53
639,17,2023-05-24,20.71
640,36,2023-05-14,15.12
641,1,2023-05-05,54.12
642,8,2023-05-11,83.37
643,21,2023-05-09,68.71
644,20,2023-05-18,28.33
645,31,2023-05-05,52.41
646,27,2023-05-29,19.15
647,1,2023-05-13,24.24
648,24,2023-05-18,97.52
649,7,2023-05-28,41.59
650,24,2023-05-10,84.74
651,32,2023-05-16,51.34
652,12,2023-05-24,64.35
653,13,2023-05-06,65.65
654,36,2023-05-24,71.16
655,40,2023-05-11,30.97
656,20,2023-05-18,94.50
657,14,2023-05-13,50.95
658,2,2023-05-14,34.44
659,29,2023-05-15,18.11
660,13,2023-05-17,33.03
661,38,2023-05-19,7.15
662,39,2023-05-04,39.86
663,27,2023-05-05,83.51
664,4,2023-05-23,60.89
665,18,2023-05-13,84.91
666,8,2023-05-16,82.52
667,39,2023-05-22,40.59
668,36,2023-05-21,59.42
669,29,2023-05-26,3.33
670,26,2023-05-27,3.51
671,38,2023-05-15,82.80
672,28,2023-05-04,14.25
673,22,2023-05-24,84.90
674,16,2023-05-11,45.82
675,19,2023-05-16,81.96
676,22,2023-05-13,15.43
677,23,2023-05-27,60.92
678,7,2023-05-20,19.02
679,12,2023-05-26,22.75
680,24,2023-05-20,35.25
681,6,2023-05-16,35.33
682,28,2023-05-10,66.98
683,12,2023-05-17,74.04
684,5,2023-05-22,90.61
685,15,2023-05-20,19.75
686,4,2023-05-24,57.72
687,1,2023-05-28,22.12
688,36,2023-05-08,21.38
689,15,2023-05-12,77.63
690,26,2023-05-12,39.46
691,23,2023-05-15,16.53
692,15,2023-05-25,41.49
693,2,2023-05-12,40.48
694,28,2023-05-04,32.14
695,2,2023-05-12,3.64
696,4,2023-05-16,44.37
697,5,2023-05-14,83.99
698,13,2023-05-21,48.49
699,8,2023-05-17,48.55
700,31,2023-05-13,69.41
701,36,2023-05-13,76.96
702,34,2023-05-03,63.75
703,11,2023-05-24,70.51
704,20,2023-05-21,60.98
705,27,2023-05-09,40.94
706,25,2023-05-22,78.20
707,25,2023-05-01,42.47
708,8,2023-05-22,76.85
709,31,2023-05-20,83.45
710,12,2023-05-23,41.76
711,23,2023-05-01,29.99
712,40,2023-05-06,27.38
713,6,2023-05-23,92.68
714,1,2023-05-14,34.58
715,17,2023-05-26,69.94
716,24,2023-05-27,52.34
717,26,2023-05-22,6.55
718,29,2023-05-29,22.96
719,27,2023-05-24,14.41
720,28,2023-05-25,66.98
721,9,2023-05-14,94.09
722,19,2023-05-21,34.61
723,34,2023-05-07,90.23
724,17,2023-05-09,33.80
725,39,2023-05-18,11.89
726,33,2023-05-16,22.49
727,2,2023-05-03,49.38
728,28,2023-05-30,41.91
729,40,2023-05-12,23.64
730,10,2023-05-05,11.30
731,24,2023-05-04,10.86
732,1,2023-05-01,0.46
733,10,2023-05-17,95.64
734,4,2023-05-03,45.74
735,25,2023-05-20,19.25
736,29,2023-05-10,77.83
737,33,2023-05-10,6.00
738,26,2023-05-13,84.82
739,40,2023-05-29,70.43
740,27,2023-05-04,43.25
741,32,2023-05-19,30.74
742,9,2023-05-17,11.16
743,19,2023-05-27,79.86
744,25,2023-05-15,92.41
745,30,2023-05-22,94.36
746,23,2023-05-21,49.59
747,14,2023-05-09,93.76
748,11,2023-05-15,63.78
749,21,2023-05-15,97.93
750,6,2023-05-25,14.12
751,29,2023-05-24,68.59
752,21,2023-05-06,77.24
753,3,2023-05-01,62.62
754,29,2023-05-24,27.40
755,37,2023-05-14,69.29
756,29,2023-05-13,51.71
757,20,2023-05-03,51.47
758,14,2023-05-09,81.85
759,18,2023-05-18,61.59
760,21,2023-05-16,83.30
761,29,2023-05-29,57.30
762,32,2023-05-03,36.59
763,2,2023-05-16,98.75
764,36,2023-05-18,90.79
765,10,2023-05-21,69.74
766,37,2023-05-28,69.30
767,23,2023-05-05,28.34
768,6,2023-05-19,59.92
769,15,2023-05-26,59.17
770,36,2023-05-10,27.17
771,24,2023-05-15,69.07
772,6,2023-05-27,43.26
773,26,2023-05-18,40.52
774,31,2023-05-01,46.06
775,40,2023-05-03,33.48
776,26,2023-05-16,97.24
777,30,2023-05-03,4.75
778,5,2023-05-06,32.02
779,27,2023-05-07,96.56
780,6,2023-05-07,62.91
781,32,2023-05-08,31.05
782,24,2023-05-29,24.32
783,32,2023-05-07,35.86
784,31,2023-05-27,22.26
785,37,2023-05-06,17.45
786,7,2023-05-08,84.08
787,1,2023-05-22,93.41
788,24,2023-05-08,86.53
789,18,2023-05-10,92.89
790,4,2023-05-21,77.77
791,35,2023-05-03,34.89
792,7,2023-05-18,98.31
793,25,2023-05-23,98.58
794,22,2023-05-21,49.53
795,3,2023-05-02,6.39
796,8,2023-05-03,53.97
797,33,2023-05-05,51.51
798,23,2023-05-11,1.62
799,38,2023-05-28,14.16
800,31,2023-05-03,78.11
801,22,2023-05-14,28.07
802,38,2023-05-14,27.04
803,40,2023-05-12,77.82
804,26,2023-05-24,6.66
805,12,2023-05-13,30.65
806,14,2023-05-30,63.53
807,13,2023-05-25,32.28
808,28,2023-05-28,60.28
809,15,2023-05-03,25.01
810,11,2023-05-04,63.00
811,25,2023-05-26,78.87
812,2,2023-05-03,14.67
813,20,2023-05-10,61.49
814,3,2023-05-21,95.64
815,11,2023-05-06,11.04
816,1,2023-05-04,99.45
817,25,2023-05-18,17.83
818,9,2023-05-14,32.77
819,13,2023-05-02,65.03
820,20,2023-05-06,82.27
821,8,2023-05-03,26.50
822,27,2023-05-03,77.58
823,28,2023-05-03,70.83
824,1,2023-05-19,19.79
825,39,2023-05-15,74.44
826,36,2023-05-10,37.95
827,14,2023-05-27,3.94
828,28,2023-05-17,82.05
829,34,2023-05-30,88.14
830,26,2023-05-19,60.45
831,29,2023-05-03,63.26
832,26,2023-05-12,82.14
833,29,2023-05-27,41.92
834,33,2023-05-17,69.66
835,16,2023-05-30,25.43
836,14,2023-05-27,67.47
837,14,2023-05-15,52.27
838,12,2023-05-11,81.94
839,26,2023-05-20,51.15
840,30,2023-05-08,54.59
841,8,2023-05-10,46.18
842,18,2023-05-30,87.85
843,24,2023-05-13,43.80
844,6,2023-05-16,14.00
845,9,2023-05-02,16.37
846,38,2023-05-22,22.30
847,22,2023-05-02,85.69
848,27,2023-05-08,36.63
849,4,2023-05-04,1.24
850,20,2023-05-23,66.60
851,1,2023-05-29,2.47
852,33,2023-05-01,38.76
853,38,2023-05-09,52.48
854,18,2023-05-17,51.49
855,22,2023-05-19,30.93
856,4,2023-05-27,86.78
857,36,2023-05-06,78.30
858,19,2023-05-19,55.46
859,32,2023-05-02,90.76
860,25,2023-05-01,48.67
861,26,2023-05-18,74.95
862,13,2023-05-29,17.24
863,5,2023-05-09,85.49
864,12,2023-05-03,3.71
865,37,2023-05-19,84.67
866,20,2023-05-16,6.82
867,1,2023-05-21,83.07
868,3,2023-05-13,67.09
869,25,2023-05-05,42.88
870,12,2023-05-21,24.12
871,32,2023-05-06,51.57
872,9,2023-05-05,10.99
873,18,2023-05-15,2.35
874,25,2023-05-02,19.23
875,15,2023-05-26,50.21
876,11,2023-05-14,89.01
877,38,2023-05-13,47.47
878,1,2023-05-02,53.71
879,18,2023-05-28,1.23
880,14,2023-05-16,95.20
881,24,2023-05-27,36.41
882,40,2023-05-18,46.79
883,23,2023-05-30,93.05
884,22,2023-05-26,14.76
885,38,2023-05-08,33.96
886,9,2023-05-07,75.74
887,32,2023-05-06,89.88
888,31,2023-05-05,47.67
889,27,2023-05-11,23.18
890,27,2023-05-01,24.58
891,12,2023-05-08,48.47
892,22,2023-05-20,12.19
893,28,2023-05-04,8.47
894,17,2023-05-30,0.18
895,6,2023-05-04,67.11
896,16,2023-05-19,59.68
897,38,2023-05-17,48.17
898,32,2023-05-25,60.00
899,18,2023-05-14,17.49
900,16,2023-05-11,57.43
901,20,2023-05-20,79.51
902,27,2023-05-05,20.47
903,30,2023-05-06,34.71
904,21,2023-05-16,21.22
905,13,2023-05-30,23.73
906,33,2023-05-11,40.28
907,6,2023-05-24,65.76
908,33,2023-05-16,4.10
909,28,2023-05-23,84.37
910,21,2023-05-12,97.67
911,31,2023-05-06,2.05
912,17,2023-05-05,73.21
913,13,2023-05-30,76.54
914,4,2023-05-08,5.85
915,12,2023-05-07,46.21
916,19,2023-05-20,31.09
917,13,2023-05-15,50.13
918,2,2023-05-30,35.68
919,27,2023-05-26,88.63
920,34,2023-05-05,63.29
921,9,2023-05-28,94.79
922,11,2023-05-01,39.82
923,31,2023-05-11,94.08
924,20,2023-05-05,18.82
925,38,2023-05-25,39.59
926,29,2023-05-11,97.42
927,14,2023-05-29,23.93
928,35,2023-05-11,55.09
929,38,2023-05-05,85.23
930,4,2023-05-09,23.47
931,36,2023-05-03,44.12
